--- Render Session Started: 2025-11-28_16-16-11 ---
Blender: C:/Program Files (x86)/Steam/steamapps/common/Blender/blender.exe
Project: D:/Working/SETT/MV/MV0033/Working/MV0033_Luna and Frank 2Part.blend
Range: 2295 to 2300
----------------------------------------
Command: C:/Program Files (x86)/Steam/steamapps/common/Blender/blender.exe -b D:/Working/SETT/MV/MV0033/Working/MV0033_Luna and Frank 2Part.blend -s 2295 -e 2300 -a
🔄 blenderkit: Verbose is enabled
🔄 blenderkit: Read in JSON settings from file
ℹ️  blenderkit: Ports reordered so first port is now 62485 (previous index was 0) [16:16:12.286, client_lib.py:125]
Created history step a4860ba9-0e83-4c32-9a9f-63fb3f9933e9
ℹ️  blenderkit: Created new search history step [16:16:12.300, search.py:1751]
00:01.000  blend            | Read blend: "D:\Working\SETT\MV\MV0033\Working\MV0033_Luna and Frank 2Part.blend"
Blender 5.0.0 (hash a37564c4df7a built 2025-11-18 11:06:54)
Could not open as Ogawa file from provided streams.Could not open as Ogawa file from provided streams.
Could not open as Ogawa file from provided streams.

Unable to open Unable to open D:\Match Villains File System\Match Villains\3D\Blender\adno_PrisonCoin\Animations\PrisonCoin_abc\Luna_01.abcD:\Match Villains File System\Match Villains\3D\Blender\adno_PrisonCoin\Animations\PrisonCoin_abc\Victor_01.abcUnable to open D:\Match Villains File System\Match Villains\3D\Blender\adno_PrisonCoin\Animations\PrisonCoin_abc\Frank_03.abc


00:07.531  render           | Rendering animation (frames 2295..2300)
00:07.547  render           | Start rendering: Scene, ViewLayer
00:07.547  render           | Engine: Cycles
Could not open as Ogawa file from provided streams.
Could not open as Ogawa file from provided streams.
Could not open as Ogawa file from provided streams.
Unable to open D:\Match Villains File System\Match Villains\3D\Blender\adno_PrisonCoin\Animations\PrisonCoin_abc\Victor_01.abc
Unable to open D:\Match Villains File System\Match Villains\3D\Blender\adno_PrisonCoin\Animations\PrisonCoin_abc\Frank_03.abc
Unable to open D:\Match Villains File System\Match Villains\3D\Blender\adno_PrisonCoin\Animations\PrisonCoin_abc\Luna_01.abc
00:14.703  render           | Mem: 1M | Synchronizing object | media (2)
00:14.703  render           | Mem: 1M | Synchronizing object | Green.259
00:14.703  render           | Mem: 1M | Synchronizing object | Green.263
00:14.703  render           | Mem: 1M | Synchronizing object | Green.265
00:14.703  render           | Mem: 1M | Synchronizing object | Green.269
00:14.703  render           | Mem: 1M | Synchronizing object | Green.002
00:14.703  render           | Mem: 1M | Synchronizing object | Green.004
00:14.703  render           | Mem: 1M | Synchronizing object | Green.008
00:14.703  render           | Mem: 1M | Synchronizing object | Green.010
00:14.703  render           | Mem: 1M | Synchronizing object | Green.012
00:14.703  render           | Mem: 1M | Synchronizing object | Green.014
00:14.703  render           | Mem: 1M | Synchronizing object | Green.020
00:14.703  render           | Mem: 1M | Synchronizing object | Green.022
00:14.703  render           | Mem: 1M | Synchronizing object | Green.024
00:14.703  render           | Mem: 1M | Synchronizing object | Green.026
00:14.703  render           | Mem: 1M | Synchronizing object | Green.030
00:14.703  render           | Mem: 1M | Synchronizing object | Green.064
00:14.703  render           | Mem: 1M | Synchronizing object | Green.066
00:14.703  render           | Mem: 1M | Synchronizing object | Green.068
00:14.703  render           | Mem: 1M | Synchronizing object | Green.070
00:14.703  render           | Mem: 1M | Synchronizing object | Green.072
00:14.703  render           | Mem: 1M | Synchronizing object | Green.074
00:14.703  render           | Mem: 1M | Synchronizing object | Green.076
00:14.703  render           | Mem: 1M | Synchronizing object | Green.078
00:14.703  render           | Mem: 1M | Synchronizing object | Green.080
00:14.703  render           | Mem: 1M | Synchronizing object | Green.082
00:14.703  render           | Mem: 1M | Synchronizing object | Green.084
00:14.703  render           | Mem: 1M | Synchronizing object | Green.086
00:14.703  render           | Mem: 1M | Synchronizing object | Green.088
00:14.703  render           | Mem: 1M | Synchronizing object | Green.090
00:14.703  render           | Mem: 1M | Synchronizing object | Green.092
00:14.703  render           | Mem: 1M | Synchronizing object | Green.096
00:14.703  render           | Mem: 1M | Synchronizing object | Green.098
00:14.703  render           | Mem: 1M | Synchronizing object | Green.100
00:14.703  render           | Mem: 1M | Synchronizing object | Green.105
00:14.703  render           | Mem: 1M | Synchronizing object | Green.107
00:14.703  render           | Mem: 1M | Synchronizing object | Green.109
00:14.703  render           | Mem: 1M | Synchronizing object | Green.115
00:14.797  render           | Mem: 1M | Synchronizing object | Green.172
00:14.797  render           | Mem: 1M | Synchronizing object | Green.174
00:14.797  render           | Mem: 1M | Synchronizing object | Green.180
00:14.797  render           | Mem: 1M | Synchronizing object | Green.182
00:14.797  render           | Mem: 1M | Synchronizing object | Green.184
00:14.797  render           | Mem: 1M | Synchronizing object | Green.186
00:14.797  render           | Mem: 1M | Synchronizing object | Green.188
00:14.797  render           | Mem: 1M | Synchronizing object | Green.192
00:14.797  render           | Mem: 1M | Synchronizing object | Green.194
00:14.797  render           | Mem: 1M | Synchronizing object | Green.196
00:14.797  render           | Mem: 1M | Synchronizing object | Green.198
00:14.797  render           | Mem: 1M | Synchronizing object | Green.202
00:14.797  render           | Mem: 1M | Synchronizing object | Green.204
00:14.797  render           | Mem: 1M | Synchronizing object | Green.206
00:14.797  render           | Mem: 1M | Synchronizing object | Green.208
00:14.797  render           | Mem: 1M | Synchronizing object | Green.210
00:14.797  render           | Mem: 1M | Synchronizing object | Green.212
00:14.797  render           | Mem: 1M | Synchronizing object | Green.214
00:14.797  render           | Mem: 1M | Synchronizing object | Green.216
00:14.797  render           | Mem: 1M | Synchronizing object | Green.218
00:14.797  render           | Mem: 1M | Synchronizing object | Green.220
00:14.797  render           | Mem: 1M | Synchronizing object | Green.222
00:14.797  render           | Mem: 1M | Synchronizing object | Green.232
00:14.797  render           | Mem: 1M | Synchronizing object | Green.234
00:14.797  render           | Mem: 1M | Synchronizing object | Green.236
00:14.797  render           | Mem: 1M | Synchronizing object | Green.238
00:14.797  render           | Mem: 1M | Synchronizing object | Green.240
00:14.797  render           | Mem: 1M | Synchronizing object | Green.242
00:14.797  render           | Mem: 1M | Synchronizing object | Green.244
00:14.797  render           | Mem: 1M | Synchronizing object | Green.248
00:14.797  render           | Mem: 1M | Synchronizing object | Green.250
00:14.797  render           | Mem: 1M | Synchronizing object | Green.252
00:14.797  render           | Mem: 1M | Synchronizing object | Green.254
00:14.797  render           | Mem: 1M | Synchronizing object | Green.256
00:14.797  render           | Mem: 1M | Synchronizing object | Green.258
00:14.797  render           | Mem: 1M | Synchronizing object | Green.260
00:14.797  render           | Mem: 1M | Synchronizing object | Green.262
00:14.797  render           | Mem: 1M | Synchronizing object | Green.264
00:14.797  render           | Mem: 1M | Synchronizing object | Green.266
00:14.797  render           | Mem: 1M | Synchronizing object | Green.268
00:16.047  render           | Mem: 1M | Synchronizing object | Victor_mask_polySurface7
00:17.093  render           | Mem: 1M | Synchronizing object | Luna:Hair_01_1
00:18.187  render           | Mem: 1M | Synchronizing object | Victor:Body.002
00:18.187  render           | Mem: 1M | Synchronizing object | spear
00:18.187  render           | Mem: 1M | Synchronizing object | spear.001
00:18.187  render           | Mem: 1M | Synchronizing object | spear.002
00:18.187  render           | Mem: 1M | Synchronizing object | spear.003
00:18.187  render           | Mem: 1M | Synchronizing object | spear.004
00:18.187  render           | Mem: 1M | Synchronizing object | spear.005
00:18.187  render           | Mem: 1M | Synchronizing object | spear.006
00:18.187  render           | Mem: 1M | Synchronizing object | spear.007
00:18.187  render           | Mem: 1M | Synchronizing object | spear.008
00:18.203  render           | Mem: 1M | Synchronizing object | spear.009
00:18.203  render           | Mem: 1M | Synchronizing object | spear.010
00:18.203  render           | Mem: 1M | Synchronizing object | spear.011
00:18.203  render           | Mem: 1M | Synchronizing object | spear.012
00:18.203  render           | Mem: 1M | Synchronizing object | spear.013
00:18.203  render           | Mem: 1M | Synchronizing object | spear.014
00:18.203  render           | Mem: 1M | Synchronizing object | Plane.011
00:19.093  render           | Mem: 1M | Synchronizing object | 04_EO_Spikes
00:19.187  render           | Mem: 1M | Synchronizing object | Block.001
00:19.281  render           | Mem: 1M | Synchronizing object | Block.002
00:19.390  render           | Mem: 1M | Synchronizing object | Block.003
00:19.500  render           | Mem: 1M | Synchronizing object | Block.004
00:19.578  render           | Mem: 1M | Synchronizing object | Block.005
00:19.672  render           | Mem: 1M | Synchronizing object | Block.006
00:19.765  render           | Mem: 1M | Synchronizing object | Block.010
00:19.875  render           | Mem: 1M | Synchronizing object | Block.011
00:19.984  render           | Mem: 1M | Synchronizing object | Block.012
00:20.093  render           | Mem: 1M | Synchronizing object | Block.013
00:20.203  render           | Mem: 1M | Synchronizing object | Block.014
00:20.297  render           | Mem: 1M | Synchronizing object | Block.015
00:20.390  render           | Mem: 1M | Synchronizing object | Block.016
00:20.500  render           | Mem: 1M | Synchronizing object | Block.022
00:20.593  render           | Mem: 1M | Synchronizing object | Block.023
00:20.687  render           | Mem: 1M | Synchronizing object | Block.021
00:20.797  render           | Mem: 1M | Synchronizing object | Block.024
00:20.890  render           | Mem: 1M | Synchronizing object | Block.020
00:21.015  render           | Mem: 1M | Synchronizing object | Block.025
00:21.078  render           | Mem: 1M | Synchronizing object | Block.008
00:21.140  render           | Mem: 1M | Synchronizing object | Block.007
00:21.203  render           | Mem: 1M | Synchronizing object | Block.009
00:21.312  render           | Mem: 1M | Synchronizing object | Block.017
00:21.453  render           | Mem: 1M | Synchronizing object | Block.018
00:21.547  render           | Mem: 1M | Synchronizing object | Block.019
00:21.609  render           | Mem: 1M | Synchronizing object | Block.026
00:21.672  render           | Mem: 1M | Synchronizing object | Block.027
00:21.765  render           | Mem: 1M | Synchronizing object | Block.028
00:21.875  render           | Mem: 1M | Synchronizing object | Block.029
00:21.984  render           | Mem: 1M | Synchronizing object | Block.030
00:22.125  render           | Mem: 1M | Synchronizing object | Block.031
00:22.218  render           | Mem: 1M | Synchronizing object | Block.032
00:22.515  render           | Mem: 1M | Synchronizing object | Block.033
00:22.640  render           | Mem: 1M | Synchronizing object | Block.034
00:22.750  render           | Mem: 1M | Synchronizing object | Block.036
00:22.859  render           | Mem: 1M | Synchronizing object | Block.037
00:22.984  render           | Mem: 1M | Synchronizing object | Block.038
00:23.078  render           | Mem: 1M | Synchronizing object | Block.039
00:23.250  render           | Mem: 1M | Synchronizing object | Block.040
00:23.422  render           | Mem: 1M | Synchronizing object | Block.041
00:23.578  render           | Mem: 1M | Synchronizing object | Block.042
00:24.047  render           | Mem: 1M | Synchronizing object | Block.035
00:24.047  render           | Mem: 1M | Synchronizing object | Plane.001
00:24.047  render           | Mem: 1M | Synchronizing object | Plane.002
00:24.062  render           | Mem: 1M | Synchronizing object | Plane.003
00:24.062  render           | Mem: 1M | Synchronizing object | Plane.006
00:24.234  render           | Mem: 1M | Synchronizing object | Plane.005
00:24.422  render           | Mem: 1M | Synchronizing object | Left_Wall_01
00:24.468  render           | Mem: 1M | Synchronizing object | Left_Sand_01
00:30.218  render           | Mem: 1M | Synchronizing object | Plane.018
00:30.390  render           | Mem: 1M | Synchronizing object | Plane
00:30.484  render           | Mem: 1M | Synchronizing object | Plane.004
00:30.515  render           | Mem: 1M | Synchronizing object | Plane.008
00:30.562  render           | Mem: 1M | Synchronizing object | Plane.009
00:30.656  render           | Mem: 1M | Synchronizing object | Plane.022
00:30.656  render           | Mem: 1M | Synchronizing object | Cushion_1ct
00:30.656  render           | Mem: 1M | Synchronizing object | SM_CeramicSupport3
00:30.656  render           | Mem: 1M | Synchronizing object | Ceramic Stand
00:30.656  render           | Mem: 1M | Synchronizing object | SM_CeramicSupport2
00:30.656  render           | Mem: 1M | Synchronizing object | SM_CeramicSupport1
00:30.656  render           | Mem: 1M | Synchronizing object | SM_CeramicLeg2
00:30.656  render           | Mem: 1M | Synchronizing object | SM_CeramicLeg1
00:30.656  render           | Mem: 1M | Synchronizing object | SM_CeramicLeg03
00:30.656  render           | Mem: 1M | Synchronizing object | Cylinder
00:30.656  render           | Mem: 1M | Synchronizing object | Clay vase
00:30.656  render           | Mem: 1M | Synchronizing object | 3DModel_Retopo
00:30.656  render           | Mem: 1M | Synchronizing object | Actual Vase
00:30.656  render           | Mem: 1M | Synchronizing object | shovel
00:30.656  render           | Mem: 1M | Synchronizing object | Shovel.001
00:30.656  render           | Mem: 1M | Synchronizing object | Pickaxe
00:30.656  render           | Mem: 1M | Synchronizing object | Cube.071
00:30.656  render           | Mem: 1M | Synchronizing object | Cylinder.002
00:30.765  render           | Mem: 1M | Synchronizing object | 04_EO_MovementWalls.001
00:30.797  render           | Mem: 1M | Synchronizing object | 04_EO_MovementWalls.003
00:30.890  render           | Mem: 1M | Synchronizing object | 04_EO_MovementWalls.004
00:30.890  render           | Mem: 1M | Synchronizing object | StoneAsset.5197
00:30.890  render           | Mem: 1M | Synchronizing object | StoneAsset.5198
00:30.890  render           | Mem: 1M | Synchronizing object | StoneAsset.5199
00:30.890  render           | Mem: 1M | Synchronizing object | StoneAsset.5200
00:30.890  render           | Mem: 1M | Synchronizing object | StoneAsset.5201
00:30.890  render           | Mem: 1M | Synchronizing object | StoneAsset.5203
00:30.890  render           | Mem: 1M | Synchronizing object | StoneAsset.5204
00:30.890  render           | Mem: 1M | Synchronizing object | StoneAsset.5205
00:30.890  render           | Mem: 1M | Synchronizing object | StoneAsset.5206
00:30.890  render           | Mem: 1M | Synchronizing object | StoneAsset.5207
00:30.890  render           | Mem: 1M | Synchronizing object | StoneAsset.5208
00:30.890  render           | Mem: 1M | Synchronizing object | StoneAsset.5209
00:30.890  render           | Mem: 1M | Synchronizing object | StoneAsset.5210
00:30.890  render           | Mem: 1M | Synchronizing object | StoneAsset.5211
00:30.890  render           | Mem: 1M | Synchronizing object | StoneAsset.5212
00:30.890  render           | Mem: 1M | Synchronizing object | StoneAsset.5213
00:30.890  render           | Mem: 1M | Synchronizing object | StoneAsset.5215
00:30.890  render           | Mem: 1M | Synchronizing object | StoneAsset.5216
00:30.890  render           | Mem: 1M | Synchronizing object | StoneAsset.5217
00:30.890  render           | Mem: 1M | Synchronizing object | StoneAsset.5218
00:30.890  render           | Mem: 1M | Synchronizing object | StoneAsset.5219
00:30.890  render           | Mem: 1M | Synchronizing object | StoneAsset.5220
00:30.890  render           | Mem: 1M | Synchronizing object | StoneAsset.5221
00:30.890  render           | Mem: 1M | Synchronizing object | StoneAsset.5222
00:30.890  render           | Mem: 1M | Synchronizing object | StoneAsset.5223
00:30.890  render           | Mem: 1M | Synchronizing object | StoneAsset.5224
00:30.890  render           | Mem: 1M | Synchronizing object | StoneAsset.5225
00:30.890  render           | Mem: 1M | Synchronizing object | StoneAsset.5226
00:30.890  render           | Mem: 1M | Synchronizing object | StoneAsset.5227
00:30.890  render           | Mem: 1M | Synchronizing object | StoneAsset.5228
00:30.890  render           | Mem: 1M | Synchronizing object | StoneAsset.5229
00:30.890  render           | Mem: 1M | Synchronizing object | StoneAsset.5230
00:30.890  render           | Mem: 1M | Synchronizing object | StoneAsset.5231
00:30.890  render           | Mem: 1M | Synchronizing object | StoneAsset.5232
00:30.890  render           | Mem: 1M | Synchronizing object | StoneAsset.5233
00:30.890  render           | Mem: 1M | Synchronizing object | StoneAsset.5234
00:30.890  render           | Mem: 1M | Synchronizing object | StoneAsset.5235
00:30.890  render           | Mem: 1M | Synchronizing object | StoneAsset.5236
00:30.890  render           | Mem: 1M | Synchronizing object | StoneAsset.5237
00:30.890  render           | Mem: 1M | Synchronizing object | StoneAsset.5238
00:30.890  render           | Mem: 1M | Synchronizing object | StoneAsset.5239
00:30.890  render           | Mem: 1M | Synchronizing object | StoneAsset.5240
00:30.890  render           | Mem: 1M | Synchronizing object | StoneAsset.5241
00:30.890  render           | Mem: 1M | Synchronizing object | StoneAsset.5243
00:30.890  render           | Mem: 1M | Synchronizing object | StoneAsset.5244
00:30.890  render           | Mem: 1M | Synchronizing object | StoneAsset.5245
00:30.890  render           | Mem: 1M | Synchronizing object | StoneAsset.5246
00:30.890  render           | Mem: 1M | Synchronizing object | StoneAsset.5247
00:30.890  render           | Mem: 1M | Synchronizing object | StoneAsset.5248
00:30.890  render           | Mem: 1M | Synchronizing object | StoneAsset.5249
00:30.890  render           | Mem: 1M | Synchronizing object | StoneAsset.5250
00:30.890  render           | Mem: 1M | Synchronizing object | StoneAsset.5251
00:30.890  render           | Mem: 1M | Synchronizing object | Point.001
00:30.890  render           | Mem: 1M | Synchronizing object | Spot
00:30.890  render           | Mem: 1M | Synchronizing object | Spot.001
00:30.890  render           | Mem: 1M | Synchronizing object | Spot.002
00:30.890  render           | Mem: 1M | Synchronizing object | Spot.003
00:30.890  render           | Mem: 1M | Synchronizing object | Spot.004
00:30.890  render           | Mem: 1M | Synchronizing object | Spot.005
00:30.890  render           | Mem: 1M | Synchronizing object | Spot.006
00:30.890  render           | Mem: 1M | Synchronizing object | Area
00:30.890  render           | Mem: 1M | Synchronizing object | Area.001
00:30.890  render           | Mem: 1M | Synchronizing object | Area.002
00:32.578  render           | Mem: 1M | Initializing
00:35.172  render           | Mem: 1M | Updating Images | Loading blue_07.png
00:35.172  render           | Mem: 1M | Updating Images | Loading rock_11_color.jpg
00:35.187  render           | Mem: 1M | Updating Images | Loading Victor_Clothes_Normal.png.002
00:35.203  render           | Mem: 9M | Updating Images | Loading BurglarTexture.png.001
00:35.218  render           | Mem: 15M | Updating Images | Loading Victor_Face_BaseColor2.png.001
00:35.234  render           | Mem: 15M | Updating Images | Loading Specular_Fabric.jpg.002
00:35.234  render           | Mem: 15M | Updating Images | Loading Victor_Cloak_Shoes_Normal.png.001
00:35.234  render           | Mem: 15M | Updating Images | Loading Victor_Cloak_Shoes_BaseColor4.png.001
00:35.234  render           | Mem: 15M | Updating Images | Loading Luna_Clothes_Height.png
00:35.250  render           | Mem: 31M | Updating Images | Loading rock_11_roughness.jpg
00:35.265  render           | Mem: 47M | Updating Images | Loading Specular_Fabric.jpg
00:35.281  render           | Mem: 54M | Updating Images | Loading Luna_Clothes_Normal.png
00:35.312  render           | Mem: 70M | Updating Images | Loading rock_11_normal.jpg
00:35.328  render           | Mem: 76M | Updating Images | Loading Luna_Clothes_BaseColor.png
00:35.406  render           | Mem: 92M | Updating Images | Loading rock_11_height.jpg
00:35.437  render           | Mem: 108M | Updating Images | Loading sandstone_blocks_08_diffuse_xtm.jpg
00:35.703  render           | Mem: 124M | Updating Images | Loading Luna_Hair_Height.png
00:35.734  render           | Mem: 140M | Updating Images | Loading Luna_Hair_Normal.png
00:35.875  render           | Mem: 156M | Updating Images | Loading luna_hair_BaseColor.png
00:36.093  render           | Mem: 172M | Updating Images | Loading Luna_Skin_Normal.png
00:36.109  render           | Mem: 180M | Updating Images | Loading sandstone_blocks_08_occlusion_xtm.jpg
00:36.156  render           | Mem: 212M | Updating Images | Loading Luna_Skin_BaseColor.png
00:36.218  render           | Mem: 244M | Updating Images | Loading Luna_Face_Normal.png
00:36.297  render           | Mem: 260M | Updating Images | Loading Luna_Face_BaseColorCopy.png
00:36.297  render           | Mem: 260M | Updating Images | Loading Frank_Face_BaseColorCopy.png.001
00:36.343  render           | Mem: 269M | Updating Images | Loading sandstone_blocks_08_roughness_xtm.jpg
00:36.375  render           | Mem: 269M | Updating Images | Loading Frank_Face_BaseColor.png.002
00:36.593  render           | Mem: 333M | Updating Images | Loading Specular_Fabric.jpg.004
00:36.609  render           | Mem: 342M | Updating Images | Loading sandstone_blocks_08_normal_xtm.jpg
00:36.625  render           | Mem: 358M | Updating Images | Loading Frank_jacket_Normal.png.002
00:36.656  render           | Mem: 364M | Updating Images | Loading Frank_jacket_BaseColor2.png.001
00:36.687  render           | Mem: 380M | Updating Images | Loading Specular_Fabric.jpg.008
00:36.734  render           | Mem: 386M | Updating Images | Loading Frank_Burglar_Shirt_Trousers_Shoes_002.png
00:36.812  render           | Mem: 402M | Updating Images | Loading Frank_Shirt_Trousers_Shoes_Normal.png.002
00:36.875  render           | Mem: 418M | Updating Images | Loading Frank_Burglar_Shirt_Trousers_Shoes_001.png
00:36.906  render           | Mem: 427M | Updating Images | Loading sandstone_blocks_08_specular_xtm.jpg
00:36.922  render           | Mem: 443M | Updating Images | Loading Frank_Hair_Normal.png.002
00:37.093  render           | Mem: 451M | Updating Images | Loading DefaultMaterial_Roughness.jpg.003
00:37.203  render           | Mem: 515M | Updating Images | Loading spearNormal - 2048px.jpg
00:37.234  render           | Mem: 531M | Updating Images | Loading DefaultMaterial_Normal.jpg.003
00:37.328  render           | Mem: 547M | Updating Images | Loading Rope_Base Color.jpg
00:37.359  render           | Mem: 563M | Updating Images | Loading spearRoughness - 2048px.jpg
00:37.422  render           | Mem: 579M | Updating Images | Loading spearMetallic - 2048px.jpg
00:37.453  render           | Mem: 595M | Updating Images | Loading spearBase Color - 2048px.jpg
00:37.468  render           | Mem: 611M | Updating Images | Loading stone-107_normal.jpg
00:37.468  render           | Mem: 627M | Updating Images | Loading Rope_Metallic.jpg
00:37.484  render           | Mem: 643M | Updating Images | Loading stone-107_bump.jpg
00:37.531  render           | Mem: 659M | Updating Images | Loading stone-107_smooth.jpg
